id,text,label,source
6706,I knew you'd like it!,0,CSC
6707,I love that youre getting along with everyone,0,CSC
6708,I'm glad that you're getting along well with my colleagues,0,CSC
6709,"I'm good, they seem to like you.",0,CSC
6710,I'm having a great time - and it seems that everybody is enjoying your company!,0,CSC
6711,I'm having a great time!,0,CSC
6712,I'm having a nice rest. Keep going.,0,CSC
6713,"I'm having an absolute blast, I told you they were pretty cool right?",0,CSC
6714,I'm having fun too,0,CSC
6715,I'm having fun too. I knew they'd love you as much as I do.,0,CSC
6716,I'm so glad my work friends like you it means we can hang out together,0,CSC
6717,Indeed I am.,0,CSC
6718,"It been pretty good, I'm glad you're getting along with everyone.",0,CSC
6719,It's a great night,1,CSC
6720,It's nice seeing everyone happy!,0,CSC
6721,Its great isnt it!  Told you that you would love my colleagues,0,CSC
6722,Me too as long as you do all the talking its fine by me,0,CSC
6723,Me too!,0,CSC
6724,Me too! Everyone thinks you're super funny,0,CSC
6725,"Me too, its great you get along with the people i work with.",0,CSC
6726,"Me too, they're a good bunch aren't they",0,CSC
6727,"Me too, you seem to be hitting it off quite well with the others!",0,CSC
6728,Might be because everyone is so interested in you!,1,CSC
6729,Not as much fun as I am having watching you make a tit of yourself.,1,CSC
6730,Not so much.,0,CSC
6731,Same here bro,0,CSC
6732,Same!,0,CSC
6733,So am I thanks for coming,0,CSC
6734,"Sure, it's nice to see you getting along so well with everyone.",0,CSC
6735,"Sure, mate, sure.  Looks like you've hit the right note there.",0,CSC
6736,That's good. Me too.,0,CSC
6737,"This is great, I'm glad you get along with them.",0,CSC
6738,This is great. My colleagues think you're well funny!,0,CSC
6739,"Who are you and where is my Steve?  We are doing a lunch thing tomorrow, want to come?",0,CSC
6740,"Yea, im glad you are having a good time",0,CSC
6741,Yeah  same here,0,CSC
6742,Yeah I am having a great time. You are fitting in really well.,0,CSC
6743,Yeah I wish they'd like me as much as you but yeah I'm having a good time.,0,CSC
6744,Yeah I'm doing ok. Everyone seems to like you mate. Working your charm on everyone I see.,0,CSC
6745,Yeah I'm having a good time too.,0,CSC
6746,"Yeah I'm having a good time, glad you're here",0,CSC
6747,Yeah I’m having fun too,0,CSC
6748,Yeah can't complain.,0,CSC
6749,Yeah everyone seems to like you! I'm having a blast,0,CSC
6750,"Yeah great, they seem to like you",0,CSC
6751,Yeah he seems fun,1,CSC
6752,Yeah i'm having a great time.,0,CSC
6753,"Yeah it's all good, my colleagues seem to love you!",0,CSC
6754,Yeah it's going well,0,CSC
6755,"Yeah it's good fun! Glad you're enjoying yourself, everyone seems to love you!",0,CSC
6756,Yeah its a laugh a minute Steve.,1,CSC
6757,Yeah its good,0,CSC
6758,Yeah mate I'm glad you all get along,0,CSC
6759,"Yeah me too, i'm glad you're getting on with everyone!",0,CSC
6760,"Yeah me too, this is great!",0,CSC
6761,Yeah tonight has turned out to be a really good night.,0,CSC
6762,Yeah you seem to making a good impression.,0,CSC
6763,Yeah you're really making an impression on these guys. Im impressed.,0,CSC
6764,"Yeah, I'm glad everyone's getting along well.",0,CSC
6765,"Yeah, I'm have loads of fun. I'm glad you're having a good time.",0,CSC
6766,"Yeah, I'm having a good time",0,CSC
6767,"Yeah, absolutely, glad you're having fun",1,CSC
6768,"Yeah, everyone loves you man, that's why your my best friend. Even though you are an inconsiderate goofball at times.",0,CSC
6769,"Yeah, everyone's getting along great!",0,CSC
6770,"Yeah, i'm having a great time.",0,CSC
6771,"Yeah, it seems like eveyone likes you.",0,CSC
6772,"Yeah, it's going really well.",0,CSC
6773,"Yeah, it's great to see everyone having such a good time together.",0,CSC
6774,"Yeah, its fun",0,CSC
6775,"Yeah, looks like you're getting along with them like a house on fire!",0,CSC
6776,"Yeah, they love you.",0,CSC
6777,"Yeah, your all a great bunch of people and fun to hang out with",0,CSC
6778,Yeah. It's good that you get along with everyone.,0,CSC
6779,Yeh all my colleagues seem to really like you.,0,CSC
6780,"Yeh me too, nice to see you getting along with everyone!",0,CSC
6781,"Yeh, me too. Have you met Dave in accounts?",1,CSC
6782,Yes,1,CSC
6783,Yes everybody thinks your funny...,0,CSC
6784,Yes thanks Steve.  I think my work colleagues like you more than they do me!,1,CSC
6785,Yes you are a blast to have around.,0,CSC
6786,"Yes, I am happy everyone finds you funny and happy to be with. It shows I have a great buddy",0,CSC
6787,"Yes, I'm glad you're having a good time. They seem to love you!",0,CSC
6788,"Yes, I'm so glad you like them",0,CSC
6789,"Yes, me too, but whoah, i will have to watch out, you might get more popular than me!",1,CSC
6790,"Yes, you seem like a hit.",0,CSC
6791,"Yes, you're the belle of the ball tonight.",1,CSC
6792,absolutley.,0,CSC
6793,great time,0,CSC
6794,i'm having a great time,0,CSC
6795,"i'm having fun too, everyone loves you.",0,CSC
6796,im glad you're having fun,0,CSC
6797,me too Steve!,0,CSC
6798,me too i love that you get on with them,0,CSC
6799,me too!,0,CSC
6800,"of course, told you it would be great",0,CSC
6801,of course...,0,CSC
6802,please spend more time with them than me.,1,CSC
6803,"so am i, steve. im glad youre getting along well with everyone.",0,CSC
6804,yeah I am having a nice time,0,CSC
6805,yeah everyone seems to really like you!,0,CSC
6806,yeah great glad youre all getting on,0,CSC
6807,yeah i'm having fun,0,CSC
6808,yeah im enjoying myself,0,CSC
6809,"yeah its a great night, im glad you got on with my work colleagues well",0,CSC
6810,yeah man it's cool for you to meet the work lot and show off all your charm,0,CSC
6811,yeah me too,0,CSC
6812,"yeah me too, it is great that you are getting along with everyone",0,CSC
6813,yeah you seem to be making friends,0,CSC
6814,"yeh for sure, its great you get along with everyone",0,CSC
6815,yes I am,0,CSC
6816,yes i am,0,CSC
6817,yes this is a ball and I'm glad you are having fun,0,CSC
6818,"yes, me too.. great everyone is getting on with you!",0,CSC
6819,"Ah I'm so glad, not surprised you guys all get on. You should totally hang out with us again in the future, everyone here seems to really like you!",0,CSC
6820,Don't mess it up by hitting on the boss's girlfriend.,0,CSC
6821,Don't ruin it!,1,CSC
6822,Fab! Glad you are!,0,CSC
6823,Glad to hear it,0,CSC
6824,Glad you are having a good time Steve,0,CSC
6825,Glad you are having fun,0,CSC
6826,Good just try not to be yourself,1,CSC
6827,"Good to hear that, just remember these are my colleagues and some of them tend to be sensitive at times.",0,CSC
6828,"Good, I'm glad - they're a good bunch",0,CSC
6829,"Good, I'm glad to hear it",0,CSC
6830,"Good, same!",0,CSC
6831,I am glad to hear that you are enjoying your time with us my friend.,0,CSC
6832,I am glad you are.,0,CSC
6833,I knew you'd like them - they are right up your street!,0,CSC
6834,I knew you'd like them!,0,CSC
6835,"I know, that's how they are.",0,CSC
6836,I'm glad,0,CSC
6837,I'm glad have a ball,0,CSC
6838,I'm glad that you are enjoying,0,CSC
6839,"I'm glad to see you are, you have been feeling down for awhile, i thought this might cheer you up",0,CSC
6840,I'm glad you are fitting in Steve.,0,CSC
6841,I'm glad you're having a good time,0,CSC
6842,I'm glad you're having a great time,0,CSC
6843,I'm glad!,0,CSC
6844,"I'm glad, bud.",0,CSC
6845,"I'm glad, you deserve a good night out",0,CSC
6846,I'm not,0,CSC
6847,"I'm so glad, my colleagues love you.",0,CSC
6848,Me too,0,CSC
6849,"Me too my man, I wish they liked me this much!",0,CSC
6850,"Of course, you are!",0,CSC
6851,So am I,0,CSC
6852,Thank you so much for coming over and being cool.,0,CSC
6853,"That's awesome, man. I'm glad you're having a great time.",0,CSC
6854,That's good. I knew you'd like them and they'd like you,0,CSC
6855,That's good. I'm glad they like you.,0,CSC
6856,That's great enjoy yourself because next time l will not bring you over.,0,CSC
6857,This is your strong point mate.,0,CSC
6858,"Yeah good, everyone seems to like you",0,CSC
6859,"Yeah man, I knew you'd have a good time that's why I invited you. Everyone is pretty cool, right?",0,CSC
6860,You seem to be getting on well with them! Why not apply here after you quit that job,0,CSC
6861,You should come work with us.,0,CSC
6862,You're having time of your life,0,CSC
6863,You're killing it!,0,CSC
6864,You've always been good with people man.,0,CSC
6865,don't get too comfortable these people actually do well,0,CSC
6866,"good, I'm glad",0,CSC
6867,"good, everyone loves you",0,CSC
6868,i knew you would love my work friends,0,CSC
6869,same here!,0,CSC
6870,that is whole reason to have some friends,0,CSC
6871,"that's great, I'm delighted you all get on well.",0,CSC
6872,"that's nice, you should come again",0,CSC
6873,that's the life everyday,0,CSC
6874,they are a friendly bunch of guys,0,CSC
6875,well this should not last long,0,CSC
6876,yeah i knew everyone would like you,0,CSC
6877,yeah me too,0,CSC
6878,The only thing I got from college is a caffeine addiction,1,iSarcasmEval
6879,I love it when professors draw a big question mark next to my answer on an exam because I’m always like yeah I don’t either ¯\_(ツ)_/¯,1,iSarcasmEval
6880,Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1,iSarcasmEval
6881,Today my pop-pop told me I was not “forced” to go to college 🙃 okay sure sureeee,1,iSarcasmEval
6882,"@VolphanCarol @littlewhitty @mysticalmanatee I did too, and I also reported Cancun Cruz not worrying about the heartbeats of his constituents without electricity or heat when he fled to Mexico.",1,iSarcasmEval
6883,"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",1,iSarcasmEval
6884,Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,1,iSarcasmEval
6885,someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,1,iSarcasmEval
6886,Loving season 4 of trump does America. Funniest season yet #DonaldTrump #Trump #MAGA #MAGA2020,1,iSarcasmEval
6887,Holly Arnold ??? Who #ImACeleb  #MBE nope not sure oh hang on you mean MBE yes that’s her !!!,1,iSarcasmEval
6888,"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1,iSarcasmEval
6889,See Brexit is going well,1,iSarcasmEval
6890,Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,1,iSarcasmEval
6891,do i just blast maneskin to get hyped for my osce or??,1,iSarcasmEval
6892,"@heathoween @tylerrjoseph Yes, because we need literally every single fucking celebrity to speak up on a topic that's been forced down everyone's throats for the past four months. I use the internet to get away from these fucking real life problems; not everyone needs to weigh in.",1,iSarcasmEval
6893,"I never thought I'd say this, but I have become one of those people who like bounty bars.",1,iSarcasmEval
6894,My eldest is having a wild Friday night out. She's going to bingo. 😂,1,iSarcasmEval
6895,"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",1,iSarcasmEval
6896,gaslight gatekeep girl boss,1,iSarcasmEval
6897,I was only in Taylor Swift’s top 0.10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,1,iSarcasmEval
6898,Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,1,iSarcasmEval
6899,"Not got one lynx Africa for Christmas Day this year, shocked and outraged. #RuinedChristmas",1,iSarcasmEval
6900,The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,1,iSarcasmEval
6901,"Oh my goodness. It’s the first week of the summer holidays and Harrison has found his recorder. 

Give.
Me.
Strength.",1,iSarcasmEval
6902,"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",1,iSarcasmEval
6903,teams is down what a shame I can’t do my assignments 👉🏽👈🏽,1,iSarcasmEval
6904,@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,1,iSarcasmEval
6905,Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,1,iSarcasmEval
6906,Not telling anyone how I voted in case it doesn't come true #EUref,1,iSarcasmEval
6907,just wondering how to get my diss down by 1500 words .. such fun,1,iSarcasmEval
6908,It’s been a blissful 2.5 hours of sleep tonight,1,iSarcasmEval
6909,Falling asleep at your laptop is always fun,1,iSarcasmEval
6910,Trying to know all this history tonight is gonna kill me,1,iSarcasmEval
6911,love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,1,iSarcasmEval
6912,Nice to be compared to a brick wall 😂,1,iSarcasmEval
6913,@BellularGaming Blizzard will have to make sure it doesn't exceed the recommended fun level of 10%.,1,iSarcasmEval
6914,if 2020 was a nose it’d be mine 🐦,1,iSarcasmEval
6915,Would anyone like to give me some money? #FinDom,1,iSarcasmEval
6916,Got very excited that my national trust card arrived I am officially a grandma https://t.co/mtkWJCxwom,1,iSarcasmEval
6917,Vaccinated this morning. Not sure it's worked - still committed to Apple and no extra autism detected. Bloody science.,1,iSarcasmEval
6918,ITS COMING HOOOOOME,1,iSarcasmEval
6919,i wish i could tap in to the government bank account🙄🙄🙄,1,iSarcasmEval
6920,90% of adulthood is just refilling your Brita pitcher.,1,iSarcasmEval
6921,"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",1,iSarcasmEval
6922,Where is the Chancellor? Please check the back of your sofas.,1,iSarcasmEval
6923,"i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",1,iSarcasmEval
6924,going to be running on three hours of sleep at work tonight! so excited!!!,1,iSarcasmEval
6925,"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",1,iSarcasmEval
6926,i’m now reading 4 books at once what could go wrong 🧡,1,iSarcasmEval
6927,"@ZionWarrior6 I think lunch was ready at the care home, then it was time for nap and then Countdown.",1,iSarcasmEval
6928,@Schlippertysch1 @anon_opin Very good. Just need to work on your spelling now 👍,1,iSarcasmEval
6929,"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1,iSarcasmEval
6930,"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1,iSarcasmEval
6931,"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1,iSarcasmEval
6932,@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,1,iSarcasmEval
6933,"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",1,iSarcasmEval
6934,we need to normalise having absolutely fried bleach damaged hair. people should talk about this,1,iSarcasmEval
6935,"Wizkid is the king, ok lol",1,iSarcasmEval
6936,"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1,iSarcasmEval
6937,"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",1,iSarcasmEval
6938,Social Care for the young is basically a bath board and bed rest and your done.,1,iSarcasmEval
6939,@PONOS_EN Very nice. We're now briefly up to date. Hopefully doesn't take you so long to do the English release of the new pixie after we get 9.10.,1,iSarcasmEval
6940,JUSTICE HAS BEEN DONE.,1,iSarcasmEval
6941,What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,1,iSarcasmEval
6942,help! i'm being haunted by dead people! (my dissertations),1,iSarcasmEval
6943,my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,1,iSarcasmEval
6944,I've been doing physics for 40 minutes I think I deserve a break 😂😂😂😭 I'm never going to get it all done at this rate,1,iSarcasmEval
6945,Billy Gunn sorta relevant for the first time in years...,1,iSarcasmEval
6946,wish i could understand string theory without knowing math..... alas i guess i am too hot for conceptual physics,1,iSarcasmEval
6947,"So we actually have to do hot girl summer without 1989 Taylor’s version., I’m sick",1,iSarcasmEval
6948,"🌶 Spiced Coconut curry 🥥

.
A weekend spent with friends brings a week of content... or something like that 😜

.
Started the weekend off with this yummy morsel, With was a fusion of miso sesame aubergine 🍆, broccoli… https://t.co/zyWiA0EX4u",1,iSarcasmEval
6949,considering crowd surfing the next time the hallways are too packed,1,iSarcasmEval
6950,Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,1,iSarcasmEval
6951,You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1,iSarcasmEval
6952,What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1,iSarcasmEval
6953,@WalesOnline Riveting news.,1,iSarcasmEval
6954,"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much",1,iSarcasmEval
6955,okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,1,iSarcasmEval
6956,"if you see me crying in the self-service car wash in my rosati’s uniform, no you didn’t ❤️",1,iSarcasmEval
6957,Tinnitus is my favourite thing ever I love it. So loud so atmospheric https://t.co/mNJw5GvPzy,1,iSarcasmEval
6958,thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO,1,iSarcasmEval
6959,love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1,iSarcasmEval
6960,i love ingesting poison and then wondering why my tummy is rumbling the next morning,1,iSarcasmEval
6961,Beautician and the Beast (1997). Best Timothy Dalton film of all time.,1,iSarcasmEval
6962,"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢",1,iSarcasmEval
6963,absolutely love waking up to the fire alarm at 7 am 😍,1,iSarcasmEval
6964,fully vaxxed feeling very girlboss,1,iSarcasmEval
6965,I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean,1,iSarcasmEval
6966,"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",1,iSarcasmEval
6967,The typhoon flew over me today absolutely fuming they forgot to bomb me,1,iSarcasmEval
6968,love getting assignments at 6:25pm on a Friday!!,1,iSarcasmEval
6969,Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,1,iSarcasmEval
6970,@rits_meg @freedomsenpai hot loli,1,iSarcasmEval
6971,Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,1,iSarcasmEval
6972,Ah gotta love that Friday morning burnt out feeling 🌄,1,iSarcasmEval
6973,@PFTompkins Her family should definitely not seek mental health guidance.  😬,1,iSarcasmEval
6974,"How I flirt with boys 

Boy: “Hey I saw you from across the room and had to come over”

Me: “Wow you’re super observant. Do you have 20/20 vision?”",1,iSarcasmEval
6975,Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,1,iSarcasmEval
6976,My work email isn’t working so I can just log off for the day right? 🙄,1,iSarcasmEval
6977,watching olympic womens beach volleyball for the plot,1,iSarcasmEval
6978,there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1,iSarcasmEval
6979,"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",1,iSarcasmEval
6980,Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,1,iSarcasmEval
6981,Fool me once shame on you. Fool me twice shame on me. Fool me multiple times I must have become a brexiter. #Brexit,1,iSarcasmEval
6982,"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",1,iSarcasmEval
6983,how do I get my boyfriend in a maid costume?,1,iSarcasmEval
6984,@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,1,iSarcasmEval
6985,Wtf is a Justin Herbert,1,iSarcasmEval
6986,"""He's not welcome in a tolerant place like London"" @emmadentcoad  on the Presidential visit on @BBCRadio4 The irony in that comment... #r4bh",1,iSarcasmEval
6987,"I love it when drunk, inconsiderate flatmates come back and start climbing on the roof #istillhaveexams #tryingtosleep",1,iSarcasmEval
6988,thinking about quitting the path im on to become a college advisor so i can be wrong and do nothing for the rest of my life,1,iSarcasmEval
6989,2 busy working 2 care,1,iSarcasmEval
6990,Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,1,iSarcasmEval
6991,STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1,iSarcasmEval
6992,I just don’t think it’s too much to have a perfect life with absolutely no problems 🤷🏻‍♀️,1,iSarcasmEval
6993,The control button just fell off my laptop. How symbolic for my life.,1,iSarcasmEval
6994,"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",1,iSarcasmEval
6995,a level tudor history can do one,1,iSarcasmEval
6996,Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,1,iSarcasmEval
6997,ugh I have to send an email??? how about I just quit!!!!!,1,iSarcasmEval
6998,"Day 3. Luggage arrived, thanks @AirFranceFR. Non random Hungarian underwear. Talk delivered. Science sated. #metaxa http://t.co/6KPjLezQOF",1,iSarcasmEval
6999,went to check out the bios of the (exclusively) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic 🙃🙃🙃,1,iSarcasmEval
7000,So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1,iSarcasmEval
7001,I can't believe today is the last day we can be gay.,1,iSarcasmEval
7002,did you actually fly on a plane if you didn’t post a picture of the view from your window?,1,iSarcasmEval
7003,"Seeing as Kanye West has a range of clothing with Gap, how about me and you do a collab @FandFclothing",1,iSarcasmEval
7004,i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,1,iSarcasmEval
7005,it’s always the girls I don’t even know that wanna talk about me 24/7 :) I love my fans :),1,iSarcasmEval
7006,@igreen95 thx for the play by play,1,iSarcasmEval
7007,who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,1,iSarcasmEval
7008,omg there’s a sheet of ice in front of my school. should I slip and fall?,1,iSarcasmEval
7009,I wish that grilled cheese helped you get that summer bod,1,iSarcasmEval
7010,I called out an insta post for fat shaming and am now being told that making fun of someone having no neck is “not making fun of someone’s appearance” !!! The more you know guys!,1,iSarcasmEval
7011,@andy_mansell72 @VicOtley @garry_whu @NiaAnts @davidschneider Finally someone is speaking up for the billionaires.,1,iSarcasmEval
7012,"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",1,iSarcasmEval
7013,yeah your girl is fine but does she pass out while giving blood,1,iSarcasmEval
7014,"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",1,iSarcasmEval
7015,Accidentally made a friend in ASL today. I hate when that happens.,1,iSarcasmEval
7016,"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",1,iSarcasmEval
7017,Kind of rude of my stomach to still make whale noises after I’ve given it a whole protein bar,1,iSarcasmEval
7018,Because of #Trump I now don't have to worry about other countries making fun of me for being fat! 🍩🍫🍰🍕 #Thankstotrump #America,1,iSarcasmEval
7019,Overthinking everything in life really takes a toll on you,1,iSarcasmEval
7020,Man I just love it when I'm forced to pitch two games back to back bc our other pitcher didn't show up,1,iSarcasmEval
7021,I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,1,iSarcasmEval
7022,@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),1,iSarcasmEval
7023,dont you love it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,1,iSarcasmEval
7024,@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,1,iSarcasmEval
7025,Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1,iSarcasmEval
7026,"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1,iSarcasmEval
7027,alright I’m ready for some march madness🏀🔥,1,iSarcasmEval
7028,I still can’t believe England won the World Cup,1,iSarcasmEval
7029,dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,1,iSarcasmEval
7030,wouldn’t it be cool if i could spontaneously combust,1,iSarcasmEval
7031,Efy is great,1,iSarcasmEval
7032,@sonofsama1 @Santandave1 you’re trash,1,iSarcasmEval
7033,cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1,iSarcasmEval
7034,Wow it's almost as if it's their literal job to have a lot of knowledge about a wide array of subjects.. Funny that https://t.co/NGi02vXxnK,1,iSarcasmEval
7035,It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,1,iSarcasmEval
7036,"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1,iSarcasmEval
7037,Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1,iSarcasmEval
7038,"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃",1,iSarcasmEval
7039,wow i love only ever buying gray and striped shirts,1,iSarcasmEval
7040,no more instagram. we must all return to scrapbooks.,1,iSarcasmEval
7041,"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1,iSarcasmEval
7042,Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,1,iSarcasmEval
7043,"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",1,iSarcasmEval
7044,"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)",1,iSarcasmEval
7045,Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,1,iSarcasmEval
7046,"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",1,iSarcasmEval
7047,"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",1,iSarcasmEval
7048,a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1,iSarcasmEval
7049,"Hey Siri, how do I stop simping?",1,iSarcasmEval
7050,we love mixed signals🙄,1,iSarcasmEval
7051,Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1,iSarcasmEval
7052,Wow Bdubs can bench press 150 kilometers,1,iSarcasmEval
7053,"Nothing screams “I’m a glamorous cosmopolitan woman” like following your dog down the street in the midst of winter, saying “go potty! Go POTTY!” over and over again.",1,iSarcasmEval
7054,"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",1,iSarcasmEval
